[ 2023-07-14 13:48:32,601 ] 157 numexpr.utils - INFO - NumExpr defaulting to 4 threads.
[ 2023-07-14 13:50:03,438 ] 27 root - INFO - Entered the date ingestion method or component
[ 2023-07-14 13:50:03,714 ] 30 root - INFO - Read the dataset as dataframe
[ 2023-07-14 13:50:03,859 ] 34 root - INFO - Train Test split initiated
[ 2023-07-14 13:50:04,149 ] 41 root - INFO - Ingestion of the data is completed
[ 2023-07-14 13:50:04,171 ] 74 root - INFO - Read train and test data completed
[ 2023-07-14 13:50:04,172 ] 76 root - INFO - Obtaininig preprocessing object
[ 2023-07-14 13:50:04,172 ] 44 root - INFO - Feature Enginerring of Number Features completed
[ 2023-07-14 13:50:04,173 ] 52 root - INFO - Feature Engineering of Categorical Features Completed
[ 2023-07-14 13:50:04,173 ] 61 root - INFO - Column Transforming done
[ 2023-07-14 13:50:04,256 ] 89 root - INFO - Applying preprocessing object on test and training data
[ 2023-07-14 13:50:04,481 ] 104 root - INFO - Saved preprocessing object
[ 2023-07-14 13:50:04,484 ] 32 root - INFO - Splitting train and test data
