[ 2023-07-13 03:37:39,862 ] 157 numexpr.utils - INFO - NumExpr defaulting to 4 threads.
[ 2023-07-13 03:37:43,279 ] 26 root - INFO - Entered the date ingestion method or component
[ 2023-07-13 03:37:43,287 ] 29 root - INFO - Read the dataset as dataframe
[ 2023-07-13 03:37:43,297 ] 33 root - INFO - Train Test split initiated
[ 2023-07-13 03:37:43,315 ] 40 root - INFO - Ingestion of the data is completed
[ 2023-07-13 03:37:43,345 ] 74 root - INFO - Read train and test data completed
[ 2023-07-13 03:37:43,346 ] 76 root - INFO - Obtaininig preprocessing object
[ 2023-07-13 03:37:43,346 ] 44 root - INFO - Feature Enginerring of Number Features completed
[ 2023-07-13 03:37:43,347 ] 52 root - INFO - Feature Engineering of Categorical Features Completed
[ 2023-07-13 03:37:43,348 ] 61 root - INFO - Column Transforming done
[ 2023-07-13 03:37:43,351 ] 89 root - INFO - Applying preprocessing object on test and training data
[ 2023-07-13 03:37:43,386 ] 104 root - INFO - Saved preprocessing object
