[ 2023-07-13 07:20:12,501 ] 157 numexpr.utils - INFO - NumExpr defaulting to 4 threads.
[ 2023-07-13 07:20:19,364 ] 27 root - INFO - Entered the date ingestion method or component
[ 2023-07-13 07:20:19,375 ] 30 root - INFO - Read the dataset as dataframe
[ 2023-07-13 07:20:19,389 ] 34 root - INFO - Train Test split initiated
[ 2023-07-13 07:20:19,404 ] 41 root - INFO - Ingestion of the data is completed
[ 2023-07-13 07:20:19,452 ] 74 root - INFO - Read train and test data completed
[ 2023-07-13 07:20:19,452 ] 76 root - INFO - Obtaininig preprocessing object
[ 2023-07-13 07:20:19,453 ] 44 root - INFO - Feature Enginerring of Number Features completed
[ 2023-07-13 07:20:19,454 ] 52 root - INFO - Feature Engineering of Categorical Features Completed
[ 2023-07-13 07:20:19,454 ] 61 root - INFO - Column Transforming done
[ 2023-07-13 07:20:19,457 ] 89 root - INFO - Applying preprocessing object on test and training data
[ 2023-07-13 07:20:19,515 ] 104 root - INFO - Saved preprocessing object
[ 2023-07-13 07:20:19,517 ] 32 root - INFO - Splitting train and test data
