[ 2023-07-13 03:41:28,358 ] 157 numexpr.utils - INFO - NumExpr defaulting to 4 threads.
[ 2023-07-13 03:41:32,228 ] 26 root - INFO - Entered the date ingestion method or component
[ 2023-07-13 03:41:32,238 ] 29 root - INFO - Read the dataset as dataframe
[ 2023-07-13 03:41:32,251 ] 33 root - INFO - Train Test split initiated
[ 2023-07-13 03:41:32,276 ] 40 root - INFO - Ingestion of the data is completed
[ 2023-07-13 03:41:32,321 ] 74 root - INFO - Read train and test data completed
[ 2023-07-13 03:41:32,321 ] 76 root - INFO - Obtaininig preprocessing object
[ 2023-07-13 03:41:32,321 ] 44 root - INFO - Feature Enginerring of Number Features completed
[ 2023-07-13 03:41:32,322 ] 52 root - INFO - Feature Engineering of Categorical Features Completed
[ 2023-07-13 03:41:32,322 ] 61 root - INFO - Column Transforming done
[ 2023-07-13 03:41:32,327 ] 89 root - INFO - Applying preprocessing object on test and training data
[ 2023-07-13 03:41:32,365 ] 104 root - INFO - Saved preprocessing object
