[ 2023-07-14 14:03:01,362 ] 157 numexpr.utils - INFO - NumExpr defaulting to 4 threads.
[ 2023-07-14 14:03:06,414 ] 27 root - INFO - Entered the date ingestion method or component
[ 2023-07-14 14:03:06,423 ] 30 root - INFO - Read the dataset as dataframe
[ 2023-07-14 14:03:06,433 ] 34 root - INFO - Train Test split initiated
[ 2023-07-14 14:03:06,448 ] 41 root - INFO - Ingestion of the data is completed
[ 2023-07-14 14:03:06,475 ] 74 root - INFO - Read train and test data completed
[ 2023-07-14 14:03:06,475 ] 76 root - INFO - Obtaininig preprocessing object
[ 2023-07-14 14:03:06,476 ] 44 root - INFO - Feature Enginerring of Number Features completed
[ 2023-07-14 14:03:06,476 ] 52 root - INFO - Feature Engineering of Categorical Features Completed
[ 2023-07-14 14:03:06,476 ] 61 root - INFO - Column Transforming done
[ 2023-07-14 14:03:06,479 ] 89 root - INFO - Applying preprocessing object on test and training data
[ 2023-07-14 14:03:06,517 ] 104 root - INFO - Saved preprocessing object
[ 2023-07-14 14:03:06,519 ] 32 root - INFO - Splitting train and test data
[ 2023-07-14 14:05:12,981 ] 110 root - INFO - Best Model Found on both training and testing dataset
